//Complete Material and Composite List
//Save this TAB as MaterialData.csv
TABLE MaterialData
CodeCat,MatList,Thkns,Rvalue,ThrmlCndct,Dens,SpecHt,ExtRoughness,// For Reference
Roofing,15 PSF Roof - 1 1/2 in.,1.50,0.08,1.5006,120.00,0.20,VeryRough,CEC Bruce
Roofing,25 PSF Roof - 2 1/2 in.,2.50,0.08,2.501,120.00,0.20,VeryRough,CEC Bruce
Roofing,Asbestos or cement shingles - 3/8 in.,0.38,0.21,0.1492,120.00,0.24,VeryRough,AEC
Roofing,Asphalt - bitumen with inert fill - 100 lb/ft3 - 3/4 in.,0.75,0.25,0.25,100.00,0.30,VeryRough,AEC
Roofing,Asphalt - bitumen with inert fill - 144 lb/ft3 - 3/4 in.,0.75,0.09,0.6667,144.00,0.30,VeryRough,AEC
Roofing,Asphalt roll roofing - 1/4 in.,0.25,0.15,0.1392,70.00,0.36,VeryRough,AEC
Roofing,Asphalt shingles - 1/4 in.,0.25,0.45,0.0467,69.89,0.30,VeryRough,CEC Doug
Roofing,Built-up roofing - 3/8 in.,0.38,0.33,0.095,70.00,0.35,VeryRough,AEC
Roofing,Clay tile - 1/2 in.,0.50,2.63,0.0158,85.00,0.21,MediumRough,AEC
Roofing,Light Roof - 2/5 in.,0.20,0.08,0.2001,120.00,0.20,VeryRough,CEC Bruce
Roofing,Mastic asphalt (heavy - 20% grit) - 1 in.,1.00,0.77,0.1083,59.00,0.22,VeryRough,AEC
Roofing,Metal Standing Seam - 1/16 in.,0.0625,0.00,0.3333,488.22,0.12,Smooth,AEC
Roofing,Roof Gravel - 1 in.,1.00,0.10,0.8333,159.74,0.19,VeryRough,CEC Doug
Roofing,Roof Gravel - 1/2 in.,0.50,0.05,0.8333,159.74,0.19,VeryRough,CEC Doug
Roofing,Slate - 1/2 in.,0.50,0.05,0.9192,119.81,0.30,VeryRough,CEC Doug
Roofing,Tile Gap - 3/4 in.,0.75,1.13,0.0551,70.00,0.24,VeryRough,CEC Bruce
Roofing,Wood shingles - 3/4 in.,0.75,0.90,0.0692,36.94,0.31,VeryRough,AEC
Roofing,Wood shingles - plain and plastic film faced - 3/4 in.,0.75,0.94,0.0667,22.00,0.31,VeryRough,AEC
SIPS Floor,SIPS - Crawl Space - R22 - I Joist Spline - 6 1/2 in.,6.5,28.08,0.01929,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R33 - I Joist Spline - 6 1/2 in.,6.5,38.497,0.01407,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R28 - I Joist Spline - 8 1/4 in.,8.25,33.867,0.0203,5.85,0.29,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R36 - I Joist Spline - 10 1/4 in.,10.25,42.285,0.0202,4.9,0.29,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R22 - Single 2x Spline - 6 1/2 in.,6.5,27.133,0.01996,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R33 - Single 2x Spline - 6 1/2 in.,6.5,38.497,0.01407,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R28 - Single 2x Spline - 8 1/4 in.,8.25,33.867,0.0203,5.85,0.29,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R36 - Single 2x Spline - 10 1/4 in.,10.25,40.308,0.02119,4.9,0.29,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R22 - Double 2x Spline - 6 1/2 in.,6.5,26.242,0.02064,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R33 - Double 2x Spline - 6 1/2 in.,6.5,35.292,0.01535,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R28 - Double 2x Spline - 8 1/4 in.,8.25,32.544,0.02113,5.85,0.29,Smooth,JA4-10
SIPS Floor,SIPS - Crawl Space - R36 - Double 2x Spline - 10 1/4 in.,10.25,38.497,0.02219,4.9,0.29,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R22 - I Joist Spline - 6 1/2 in.,6.5,21.83,0.02481,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R33 - I Joist Spline - 6 1/2 in.,6.5,32.544,0.01664,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R28 - I Joist Spline - 8 1/4 in.,8.25,28.08,0.02448,5.85,0.29,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R36 - I Joist Spline - 10 1/4 in.,10.25,35.292,0.0242,4.9,0.29,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R22 - Single 2x Spline - 6 1/2 in.,6.5,21.22,0.02553,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R33 - Single 2x Spline - 6 1/2 in.,6.5,31.313,0.0173,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R28 - Single 2x Spline - 8 1/4 in.,8.25,27.133,0.02534,5.85,0.29,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R36 - Single 2x Spline - 10 1/4 in.,10.25,35.292,0.0242,4.9,0.29,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R22 - Double 2x Spline - 6 1/2 in.,6.5,20.086,0.02697,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R33 - Double 2x Spline - 6 1/2 in.,6.5,28.08,0.01929,7.15,0.3,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R28 - Double 2x Spline - 8 1/4 in.,8.25,26.242,0.0262,5.85,0.29,Smooth,JA4-10
SIPS Floor,SIPS - No Crawl Space - R36 - Double 2x Spline - 10 1/4 in.,10.25,32.544,0.02625,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R22 - I joist Spline - 6 1/2 in.,6.5,21.516,0.02518,7.15,0.3,Smooth,JA4-10
SIPS Roof,SIPS - R33 - I joist Spline - 6 1/2 in.,6.5,30.518,0.01775,7.15,0.3,Smooth,JA4-10
SIPS Roof,SIPS - R28 - I joist Spline - 8 1/2 in.,8.5,28.563,0.0248,5.71,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R36 - I joist Spline - 10 1/4 in.,10.25,35.297,0.0242,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R55 - I joist Spline - 10 1/4 in.,10.25,53.816,0.01587,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R44 - I joist Spline - 12 1/4 in.,12.25,43.715,0.02335,4.27,0.28,Smooth,JA4-10
SIPS Roof,SIPS - R22 - Single 2x Spline - 6 1/2 in.,6.5,20.987,0.0258,7.15,0.3,Smooth,JA4-10
SIPS Roof,SIPS - R33 - Single 2x Spline - 6 1/2 in.,6.5,30.518,0.01775,7.15,0.3,Smooth,JA4-10
SIPS Roof,SIPS - R28 - Single 2x Spline - 8 1/2 in.,8.5,27.672,0.0256,5.71,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R36 - Single 2x Spline - 10 1/4 in.,10.25,33.974,0.02514,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R55 - Single 2x Spline - 10 1/4 in.,10.25,50.892,0.01678,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R44 - Single 2x Spline - 12 1/4 in.,12.25,41.738,0.02446,4.27,0.28,Smooth,JA4-10
SIPS Roof,SIPS - R22 - Double 2x Spline - 6 1/2 in.,6.5,19.999,0.02708,7.15,0.3,Smooth,JA4-10
SIPS Roof,SIPS - R33 - Double 2x Spline - 6 1/2 in.,6.5,27.672,0.01957,7.15,0.3,Smooth,JA4-10
SIPS Roof,SIPS - R28 - Double 2x Spline - 8 1/2 in.,8.5,25.287,0.02801,5.71,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R36 - Double 2x Spline - 10 1/4 in.,10.25,32.743,0.02609,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R55 - Double 2x Spline - 10 1/4 in.,10.25,45.879,0.01862,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R44 - Double 2x Spline - 12 1/4 in.,12.25,38.26,0.02668,4.27,0.28,Smooth,JA4-10
SIPS Roof,SIPS - R22 - OSB Spline - 6 1/2 in.,6.5,22.65,0.02391,7.15,0.3,Smooth,JA4-10
SIPS Roof,SIPS - R33 - OSB Spline - 6 1/2 in.,6.5,31.593,0.01715,7.15,0.3,Smooth,JA4-10
SIPS Roof,SIPS - R28 - OSB Spline - 8 1/2 in.,8.5,28.563,0.0248,5.71,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R36 - OSB Spline - 10 1/4 in.,10.25,36.722,0.02326,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R55 - OSB Spline - 10 1/4 in.,10.25,57.084,0.01496,4.9,0.29,Smooth,JA4-10
SIPS Roof,SIPS - R44 - OSB Spline - 12 1/4 in.,12.25,45.879,0.02225,4.27,0.28,Smooth,JA4-10
SIPS Roof,SIPS - R14 - Metal Spline - 48 in.,48,11.593,0.345,1.83,0.27,Smooth,JA4-10
SIPS Roof,SIPS - R22 - Metal Spline - 48 in.,48,15.804,0.2533,1.83,0.27,Smooth,JA4-10
SIPS Roof,SIPS - R28 - Metal Spline - 48 in.,48,19.537,0.20474,1.83,0.27,Smooth,JA4-10
SIPS Roof,SIPS - R36 - Metal Spline - 48 in.,48,21.516,0.1858,1.83,0.27,Smooth,JA4-10
SIPS Wall,SIPS - R14 - I joist Spline - 4 1/2 in.,4.5,12.746,0.02942,9.89,0.31,Smooth,JA4-10
SIPS Wall,SIPS - R18 - I joist Spline - 4 1/2 in.,4.5,15.409,0.02434,9.89,0.31,Smooth,JA4-10
SIPS Wall,SIPS - R22 - I joist Spline - 6 1/2 in.,6.5,19.293,0.02808,7.15,0.3,Smooth,JA4-10
SIPS Wall,SIPS - R33 - I joist Spline - 6 1/2 in.,6.5,26.238,0.02064,7.15,0.3,Smooth,JA4-10
SIPS Wall,SIPS - R28 - I joist Spline - 8 1/4 in.,8.25,25.487,0.02697,5.85,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R36 - I joist Spline - 10 1/4 in.,10.25,31.793,0.02687,4.9,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R55 - I joist Spline - 10 1/4 in.,10.25,43.915,0.01945,4.9,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R44 - I joist Spline - 12 1/4 in.,12.25,38.46,0.02654,4.27,0.28,Smooth,JA4-10
SIPS Wall,SIPS - R14 - Single 2x Spline - 4 1/2 in.,4.5,12.545,0.02989,9.89,0.31,Smooth,JA4-10
SIPS Wall,SIPS - R18 - Single 2x Spline - 4 1/2 in.,4.5,14.853,0.02525,9.89,0.31,Smooth,JA4-10
SIPS Wall,SIPS - R22 - Single 2x Spline - 6 1/2 in.,6.5,18.46,0.02934,7.15,0.3,Smooth,JA4-10
SIPS Wall,SIPS - R33 - Single 2x Spline - 6 1/2 in.,6.5,24.776,0.02186,7.15,0.3,Smooth,JA4-10
SIPS Wall,SIPS - R28 - Single 2x Spline - 8 1/4 in.,8.25,24.101,0.02853,5.85,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R36 - Single 2x Spline - 10 1/4 in.,10.25,29.71,0.02875,4.9,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R55 - Single 2x Spline - 10 1/4 in.,10.25,40.127,0.02129,4.9,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R44 - Single 2x Spline - 12 1/4 in.,12.25,35.497,0.02876,4.27,0.28,Smooth,JA4-10
SIPS Wall,SIPS - R14 - Double 2x Spline - 4 1/2 in.,4.5,11.447,0.03276,9.89,0.31,Smooth,JA4-10
SIPS Wall,SIPS - R18 - Double 2x Spline - 4 1/2 in.,4.5,13.612,0.02755,9.89,0.31,Smooth,JA4-10
SIPS Wall,SIPS - R22 - Double 2x Spline - 6 1/2 in.,6.5,16.979,0.0319,7.15,0.3,Smooth,JA4-10
SIPS Wall,SIPS - R33 - Double 2x Spline - 6 1/2 in.,6.5,21.716,0.02494,7.15,0.3,Smooth,JA4-10
SIPS Wall,SIPS - R28 - Double 2x Spline - 8 1/4 in.,8.25,21.716,0.03166,5.85,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R36 - Double 2x Spline - 10 1/4 in.,10.25,27.031,0.0316,4.9,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R55 - Double 2x Spline - 10 1/4 in.,10.25,34.174,0.025,4.9,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R44 - Double 2x Spline - 12 1/4 in.,12.25,34.174,0.02987,4.27,0.28,Smooth,JA4-10
SIPS Wall,SIPS - R14 - OSB Spline - 4 1/2 in.,4.5,14.853,0.02525,9.89,0.31,Smooth,JA4-10
SIPS Wall,SIPS - R18 - OSB Spline - 4 1/2 in.,4.5,17.328,0.02164,9.89,0.31,Smooth,JA4-10
SIPS Wall,SIPS - R22 - OSB Spline - 6 1/2 in.,6.5,22.85,0.02371,7.15,0.3,Smooth,JA4-10
SIPS Wall,SIPS - R33 - OSB Spline - 6 1/2 in.,6.5,29.71,0.01823,7.15,0.3,Smooth,JA4-10
SIPS Wall,SIPS - R28 - OSB Spline - 8 1/4 in.,8.25,29.71,0.02314,5.85,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R36 - OSB Spline - 10 1/4 in.,10.25,36.922,0.02313,4.9,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R55 - OSB Spline - 10 1/4 in.,10.25,48.46,0.01763,4.9,0.29,Smooth,JA4-10
SIPS Wall,SIPS - R44 - OSB Spline - 12 1/4 in.,12.25,43.915,0.02325,4.27,0.28,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - No Ins.,2.27,1.928,0.0983,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R4 Ins.,1.83,3.282,0.0467,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R7 Ins.,2.55,3.655,0.0583,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R10 Ins.,3.27,3.867,0.0708,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R15 Ins.,4.47,4.076,0.0917,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R20 Ins.,5.67,4.201,0.1125,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R25 Ins.,6.87,4.278,0.1342,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R30 Ins.,8.07,4.331,0.155,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - No Ins.,2.27,2.517,0.07515,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R4 Ins.,1.83,3.442,0.0443,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R7 Ins.,2.55,3.737,0.05686,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R10 Ins.,3.27,3.935,0.06925,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R15 Ins.,4.47,4.1,0.09085,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R20 Ins.,5.67,4.226,0.1118,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R25 Ins.,6.87,4.305,0.13298,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R30 Ins.,8.07,4.358,0.1543,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - No Ins.,2.27,2.895,0.065,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R4 Ins.,1.83,3.575,0.0425,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R7 Ins.,2.55,3.823,0.0558,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R10 Ins.,3.27,3.981,0.0683,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R15 Ins.,4.47,4.15,0.09,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R20 Ins.,5.67,4.252,0.1108,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R25 Ins.,6.87,4.305,0.1333,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R30 Ins.,8.07,4.358,0.1542,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - No Ins.,2.27,2.007,0.0942,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R4 Ins.,1.83,3.889,0.0392,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R7 Ins.,2.55,4.526,0.0467,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R10 Ins.,3.27,4.93,0.055,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R15 Ins.,4.47,5.323,0.07,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R20 Ins.,5.67,5.602,0.0842,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R25 Ins.,6.87,5.773,0.0992,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R30 Ins.,8.07,5.861,0.115,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - No Ins.,2.27,2.747,0.06886,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R4 Ins.,1.83,4.15,0.03674,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R7 Ins.,2.55,4.706,0.04515,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R10 Ins.,3.27,5.032,0.05415,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R15 Ins.,4.47,5.4,0.06898,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R20 Ins.,5.67,5.644,0.08371,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R25 Ins.,6.87,5.773,0.09916,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R30 Ins.,8.07,5.907,0.11384,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - No Ins.,2.27,3.299,0.0575,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R4 Ins.,1.83,4.386,0.03477,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R7 Ins.,2.55,4.832,0.0442,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R10 Ins.,3.27,5.138,0.05304,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R15 Ins.,4.47,5.439,0.0683,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R20 Ins.,5.67,5.686,0.0833,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R25 Ins.,6.87,5.817,0.0983,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R30 Ins.,8.07,5.907,0.1142,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - No Ins.,2.27,1.928,0.0983,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R4 Ins.,1.83,5.907,0.0258,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R7 Ins.,2.55,8.954,0.02373,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R10 Ins.,3.27,11.971,0.02276,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R15 Ins.,4.47,17.007,0.0219,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R20 Ins.,5.67,21.877,0.0216,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R25 Ins.,6.87,26.928,0.02126,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R30 Ins.,8.07,31.408,0.02141,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Double glass with no low e coatings - No Ins.,2.27,2.517,0.075,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R4 Ins.,1.83,6.503,0.02345,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R7 Ins.,2.55,9.459,0.0225,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R10 Ins.,3.27,12.483,0.02183,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R15 Ins.,4.47,17.669,0.02108,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R20 Ins.,5.67,22.406,0.02109,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R25 Ins.,6.87,27.721,0.02065,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R30 Ins.,8.07,32.483,0.0207,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Triple or low e glass - No Ins.,2.27,2.895,0.065,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Triple or low e glass - R4 Ins.,1.83,6.902,0.0221,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Triple or low e glass - R7 Ins.,2.55,9.903,0.02146,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Triple or low e glass - R10 Ins.,3.27,12.849,0.02121,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Triple or low e glass - R15 Ins.,4.47,18.018,0.02067,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Triple or low e glass - R20 Ins.,5.67,22.96,0.02058,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Triple or low e glass - R25 Ins.,6.87,27.721,0.02065,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Continuous Ins. - Triple or low e glass - R30 Ins.,8.07,32.483,0.0207,8.88,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - No Ins.,2.52,1.975,0.1067,41.9,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R4 Ins.,2.08,4.278,0.04052,50.36,0.25,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R7 Ins.,2.8,5.285,0.0442,37.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R10 Ins.,3.52,5.953,0.0492,30.2,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R15 Ins.,4.72,6.726,0.0583,22.79,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R20 Ins.,5.92,7.28,0.06777,18.37,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R25 Ins.,7.12,7.625,0.07781,15.45,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R30 Ins.,8.32,7.922,0.0875,13.37,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Double glass with no low e coatings - No Ins.,2.27,2.8,0.0675,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Double glass with no low e coatings - R4 Ins.,1.83,4.706,0.0325,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Double glass with no low e coatings - R7 Ins.,2.55,5.56,0.0383,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Double glass with no low e coatings - R10 Ins.,3.27,6.192,0.0442,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Double glass with no low e coatings - R15 Ins.,4.47,6.902,0.05397,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Double glass with no low e coatings - R20 Ins.,5.67,7.347,0.0642,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Double glass with no low e coatings - R25 Ins.,6.87,7.697,0.0742,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Double glass with no low e coatings - R30 Ins.,8.07,7.922,0.085,8.88,0.27,Smooth,JA4-10
